"IPI Accession"	"IPI Description"	"Main Class"	Classification	"Protein coding"	"Phobius TM"	"Phobius SP"	"Phobius Topology"	"SOSUI TM"	"SOSUI TOPOLOGY"	"TMHMM TM"	"TMHMM Topology"
IPI00015799	"DGAT1 Diacylglycerol O-acyltransferase 1"	Enzymes	2.3.1	Invalid	9	0	i88-109o129-151i163-186o192-210i282-301o332-353i401-420o426-444i456-474o	6	84-106,108-129,131-151,163-185,192-214,326-348	9	i87-109o129-151i163-185o189-211i282-301o331-353i401-423o428-445i452-474o
IPI00176376	"DGAT2 Isoform 1 of Diacylglycerol O-acyltransferase 2"	Enzymes	2.3.1	Valid	2	0	i70-94o100-116i	2	66-88,93-115	1	i73-95o
IPI00419338	"DGAT2L3 Acyl-CoA wax alcohol acyltransferase 1"	Enzymes	2.3.1	Invalid	2	0	i12-29o35-54i	2	8-30,35-57	1	i20-42o
IPI00163334	"DGAT2L4 Acyl-CoA wax alcohol acyltransferase 2"	Enzymes	2.3.1	Valid	2	0	i12-38o44-60i	4	9-31,37-59,129-151,178-200	3	i13-35o39-58i127-149o
IPI00232895	"DGAT2L6 Diacylglycerol O-acyltransferase 2-like protein 6"	Enzymes	2.3.1	Valid	1	0	o20-41i	4	12-34,36-57,136-158,175-197	1	i21-43o
IPI00844249	"GPAM Glycerol-3-phosphate acyltransferase, mitochondrial precursor"	Enzymes	2.3.1	Valid	1	0	o575-594i	1	574-595	0	o
IPI00739149	"HGSNAT Heparan-alpha-glucosaminide N-acetyltransferase"	Enzymes	2.3.1	Valid	11	Y	n36-51c63/64o194-215i273-289o309-330i342-361o381-399i420-440o501-524i531-549o569-588i600-617o637-655i	8	133-155,244-266,279-301,316-338,360-382,440-462,468-490,507-529	10	i131-153o210-232i245-264o279-301i358-377o439-461i468-487o502-524i531-553o573-592i
IPI00871363	"HRASLS2 Uncharacterized protein HRASLS2 (Fragment)"	Enzymes	2.3.1	Valid	1	0	o130-155i	1	133-155	1	o133-155i
IPI00654727	"HRASLS3 HRASLS3 protein (Fragment)"	Enzymes	2.3.1	Valid	1	0	o164-185i	0	0	1	o164-186i
IPI00477691	"LOC150763 LOC150763 protein"	Enzymes	2.3.1	Valid	3	0	o160-178i209-227o447-469i	5	198-220,263-285,304-326,343-364,457-479	0	o
IPI00171626	"LPCAT1 1-acylglycerophosphocholine O-acyltransferase 1"	Enzymes	2.3.1	Valid	1	0	i46-69o	1	49-71	1	i53-75o
IPI00016418	"LPCAT2 Isoform 1 of Acyltransferase-like 1"	Enzymes	2.3.1	Valid	1	0	i58-84o	3	61-83,107-129,139-161	1	i58-80o
IPI00006231	"LRAT Lecithin retinol acyltransferase"	Enzymes	2.3.1	Valid	1	Y	n8-19c31/32o195-228i	1	170-192	1	i169-191o
IPI00419643	"LYCAT Isoform 1 of Lysocardiolipin acyltransferase"	Enzymes	2.3.1	Valid	4	0	i44-64o84-106i347-367o373-402i	2	342-364,377-399	3	i47-69o84-106i361-383o
IPI00289695	"MOGAT1 monoacylglycerol O-acyltransferase 1"	Enzymes	2.3.1	Valid	2	0	i12-30o36-60i	2	28-50,143-165	1	i21-43o
IPI00328730	"MOGAT2 Isoform 1 of 2-acylglycerol O-acyltransferase 2"	Enzymes	2.3.1	Valid	1	Y	n15-26c31/32o41-59i	1	39929	1	i5-27o
IPI00784889	"MOGAT3 Isoform 3 of 2-acylglycerol O-acyltransferase 3"	Enzymes	2.3.1	Valid	1	0	o39-65i	1	37-59	1	o43-65i
IPI00004421	"NAT2 Arylamine N-acetyltransferase 2"	Enzymes	2.3.1	Valid	1	0	o74-95i	0	0	1	i74-96o
IPI00479609	"RARRES3 Uncharacterized protein RARRES3"	Enzymes	2.3.1	Valid	1	0	o137-155i	1	134-155	1	o137-155i
IPI00745125	"SOAT1 Sterol O-acyltransferase 1"	Enzymes	2.3.1	Valid	9	0	i141-162o182-203i224-244o289-308i320-341o361-389i447-464o470-489i501-520o	8	140-162,176-198,231-253,322-344,363-385,445-467,471-493,497-518	8	i140-162o184-203i224-246o318-340i361-383o437-459i464-486o501-518i
IPI00020669	"SOAT2 Sterol O-acyltransferase 2"	Enzymes	2.3.1	Valid	9	0	i123-144o156-175i196-218o263-282i302-324o344-367i421-438o444-463i475-492o	7	122-144,154-176,198-220,302-324,337-359,431-453,471-492	8	i122-141o156-178i198-220o263-282i302-324o344-366i438-460o470-492i
IPI00432425	"SPTLC1 SPTLC1 protein"	Enzymes	2.3.1	Valid	2	0	o20-40i161-179o	1	23-44	2	o20-40i161-178o
IPI00005751	"SPTLC2 Serine palmitoyltransferase 2"	Enzymes	2.3.1	Valid	0	0	o68-87i	0	0	0	o
IPI00102855	"ZDHHC1 Probable palmitoyltransferase ZDHHC1"	Enzymes	2.3.1	Valid	4	0	i53-75o81-103i178-202o242-271i	4	51-73,83-105,183-205,250-272	4	o52-74i81-103o184-206i243-265o
IPI00015623	"ZDHHC11 Probable palmitoyltransferase ZDHHC11"	Enzymes	2.3.1	Valid	5	0	o40-63i70-90o167-197i217-239o245-261i	5	42-64,72-94,174-196,214-236,241-262	5	o42-64i71-93o174-196i217-239o243-261i
IPI00740543	"ZDHHC11B similar to zinc finger, DHHC domain containing 11 isoform 1"	Enzymes	2.3.1	Invalid	5	0	o40-61i70-90o167-197i217-236o242-261i	5	42-64,72-94,174-196,214-236,241-262	5	i39-61o71-93i168-190o214-236i239-261o
IPI00395926	"ZDHHC12 Isoform 3 of Probable palmitoyltransferase ZDHHC12"	Enzymes	2.3.1	Valid	4	0	o12-30i99-119o197-222i234-259o	4	7-29,101-123,197-219,235-257	3	o99-121i196-218o233-255i
IPI00410663	"ZDHHC13 Isoform 1 of Probable palmitoyltransferase ZDHHC13"	Enzymes	2.3.1	Valid	6	0	i292-310o316-338i345-368o374-392i470-493o519-539i	6	289-311,318-340,347-369,374-395,471-493,522-544	6	i290-312o317-339i344-366o371-393i471-493o508-530i
IPI00413406	"ZDHHC14 Isoform 1 of Probable palmitoyltransferase ZDHHC14"	Enzymes	2.3.1	Valid	4	0	i63-81o93-110i209-233o253-277i	4	62-84,90-112,211-233,251-273	4	i62-81o85-107i213-235o250-272i
IPI00043440	"ZDHHC15 Isoform 1 of Palmitoyltransferase ZDHHC15"	Enzymes	2.3.1	Valid	4	0	i20-39o55-73i177-199o211-233i	4	22-44,51-72,176-198,212-234	4	i19-41o56-78i174-196o211-233i
IPI00056515	"ZDHHC16 Isoform 1 of Probable palmitoyltransferase ZDHHC16"	Enzymes	2.3.1	Valid	4	Y	n7-22c27/28o75-103i115-134o199-222i267-290o	2	50-72,90-111	4	o54-76i88-110o170-192i240-262o
IPI00183979	"ZDHHC18 Palmitoyltransferase ZDHHC18"	Enzymes	2.3.1	Invalid	4	0	i85-110o122-140i236-259o279-304i	5	89-111,120-142,237-259,278-300,328-350	4	i85-107o122-144i237-259o279-301i
IPI00873379	"ZDHHC19 zinc finger, DHHC domain containing 19"	Enzymes	2.3.1	Valid	4	0	o24-47i59-81o156-180i192-214o	4	28-50,58-80,159-181,195-217	4	o24-46i59-81o158-180i192-214o
IPI00008896	"ZDHHC2 Palmitoyltransferase ZDHHC2"	Enzymes	2.3.1	Valid	4	0	i17-37o49-71i171-189o209-231i	4	17-39,49-71,168-190,211-233	4	i17-39o49-71i172-194o209-231i
IPI00398974	"ZDHHC20 Isoform 1 of Probable palmitoyltransferase ZDHHC20"	Enzymes	2.3.1	Valid	4	0	i12-31o51-70i170-190o210-236i	4	19-41,50-72,172-194,209-231	4	i13-32o52-74i171-193o208-230i
IPI00217094	"ZDHHC21 Probable palmitoyltransferase ZDHHC21"	Enzymes	2.3.1	Valid	4	0	i12-31o43-65i138-159o179-199i	2	15-37,46-68	4	i13-35o45-65i140-162o177-199i
IPI00167616	"ZDHHC22 Putative palmitoyltransferase ZDHHC22"	Enzymes	2.3.1	Valid	5	0	o12-31i43-67o126-148i160-179o185-211i	5	7-29,51-73,135-157,159-181,183-205	4	i9-31o46-68i126-148o189-211i
IPI00873910	"ZDHHC23 Uncharacterized protein ZDHHC23"	Enzymes	2.3.1	Valid	6	0	i88-105o111-130i139-156o168-185i303-323o343-370i	5	98-120,140-162,166-187,303-325,353-375	6	i88-106o110-132i139-156o166-185i304-326o349-371i
IPI00305425	"ZDHHC24 Probable palmitoyltransferase ZDHHC24"	Enzymes	2.3.1	Valid	5	0	o20-40i52-73o142-165i177-198o204-222i	6	17-39,52-74,139-161,175-197,204-225,246-268	5	i17-39o54-73i139-161o165-187i194-216o
IPI00009895	"ZDHHC3 Isoform 1 of Palmitoyltransferase ZDHHC3"	Enzymes	2.3.1	Valid	4	0	i45-67o73-92i171-195o242-263i	4	46-68,79-101,173-195,240-262	4	i46-68o73-92i171-193o242-264i
IPI00018218	"ZDHHC4 Probable palmitoyltransferase ZDHHC4"	Enzymes	2.3.1	Valid	5	0	o6-25i102-126o194-221i233-250o256-282i	5	4-26,97-119,199-221,238-260,264-285	5	o4-23i68-90o100-122i194-216o256-278i
IPI00328272	"ZDHHC5 Isoform 1 of Probable palmitoyltransferase ZDHHC5"	Enzymes	2.3.1	Valid	4	0	i21-43o49-68i148-173o185-210i	4	16-38,45-67,150-172,187-209	4	i13-35o40-62i149-171o186-208i
IPI00008350	"ZDHHC6 Isoform 1 of Probable palmitoyltransferase ZDHHC6"	Enzymes	2.3.1	Valid	4	0	i25-47o53-73i146-167o195-226i	4	22-44,60-82,145-167,203-225	4	i19-41o51-73i146-168o204-226i
IPI00221179	"ZDHHC7 Isoform 2 of Palmitoyltransferase ZDHHC7"	Enzymes	2.3.1	Valid	4	0	i48-70o76-94i211-235o255-275i	4	44-66,77-99,214-236,253-275	4	i49-71o76-98i211-233o248-270i
IPI00515005	"ZDHHC8 Isoform 3 of Probable palmitoyltransferase ZDHHC8"	Enzymes	2.3.1	Valid	4	0	i12-35o47-67i148-172o184-210i	4	14-36,44-66,149-171,188-210	4	o15-34i46-68o150-172i185-207o
IPI00219777	"ZDHHC9 Palmitoyltransferase ZDHHC9"	Enzymes	2.3.1	Valid	4	0	i37-55o67-84i183-208o228-252i	4	35-57,64-86,189-211,228-250	4	i36-55o59-81i184-206o230-252i
IPI00795881	"CS 12 kDa protein"	Enzymes	2.3.3	Valid	1	0	o6-29i	2	6-28,55-77	1	o10-29i
IPI00747579	"- Uncharacterized protein ENSP00000370486"	Enzymes	2.4.1	Valid	1	0	o74-98i	1	74-96	1	o76-98i
IPI00433955	"A4GALT Alpha-1,4-galactosyltransferase"	Enzymes	2.4.1	Valid	1	0	i20-42o	1	21-43	1	i21-43o
IPI00420082	"ABO Histo-blood group ABO system transferase"	Enzymes	2.4.1	Valid	1	0	i20-37o	1	17-39	1	i21-43o
IPI00021552	"B3GALNT1 UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1"	Enzymes	2.4.1	Valid	1	0	i20-38o	1	20-42	1	i21-43o
IPI00002585	"B3GAT1 Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1"	Enzymes	2.4.1	Valid	1	0	i7-25o	1	39992	1	i7-24o
IPI00221205	"B3GAT2 Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2"	Enzymes	2.4.1	Valid	1	0	o6-25i	1	39960	1	i5-27o
IPI00215767	"B4GALT1 Isoform Long of Beta-1,4-galactosyltransferase 1"	Enzymes	2.4.1	Valid	1	0	i21-43o	0	0	1	i21-43o
IPI00033031	"B4GALT2 Isoform 1 of Beta-1,4-galactosyltransferase 2"	Enzymes	2.4.1	Valid	1	0	i12-32o	1	12754	1	i13-35o
IPI00002792	"B4GALT7 Beta-1,4-galactosyltransferase 7"	Enzymes	2.4.1	Valid	1	0	i31-51o	1	30-52	1	i30-52o
IPI00009407	"DAD1 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1"	Enzymes	2.4.1	Valid	3	0	i30-49o55-73i93-112o	3	26-48,55-77,92-113	3	o29-51i56-78o93-112i
IPI00297084	"DDOST dolichyl-diphosphooligosaccharide-protein glycosyltransferase precursor"	Enzymes	2.4.1	Valid	1	Y	n26-37c42/43o426-447i	1	389-406	1	o383-405i
IPI00293128	"EXT1 Exostosin-1"	Enzymes	2.4.1	Valid	1	0	i7-28o	0	0	1	i7-26o
IPI00414468	"EXT2 Isoform 2 of Exostosin-2"	Enzymes	2.4.1	Valid	1	0	i24-46o	1	23-45	1	i24-46o
IPI00002732	"EXTL2 EXTL2 protein (Fragment)"	Enzymes	2.4.1	Valid	1	0	o18-43i	1	18-40	1	i21-43o
IPI00015135	"EXTL3 Exostosin-like 3"	Enzymes	2.4.1	Valid	1	0	i29-51o	1	29-51	1	i29-51o
IPI00027489	"FUT2 Isoform Long of Galactoside 2-alpha-L-fucosyltransferase 2"	Enzymes	2.4.1	Valid	1	0	o12-28i	2	4-26,30-52	1	i7-29o
IPI00219011	"FUT4 fucosyltransferase 4"	Enzymes	2.4.1	Valid	1	0	i149-170o	1	149-171	1	i148-170o
IPI00009211	"FUT5 Alpha-(1,3)-fucosyltransferase"	Enzymes	2.4.1	Valid	1	0	o12-34i	2	16-37,66-88	1	i12-34o
IPI00414138	"FUT6 Isoform 2 of Alpha-(1,3)-fucosyltransferase"	Enzymes	2.4.1	Valid	1	0	i12-34o	1	14-35	0	o
IPI00009217	"FUT7 Alpha-(1,3)-fucosyltransferase"	Enzymes	2.4.1	Valid	1	0	i12-34o	1	14-36	1	i12-34o
IPI00004668	"FUT8 Isoform 1 of Alpha-(1,6)-fucosyltransferase"	Enzymes	2.4.1	Valid	1	0	i12-30o	1	40055	1	i7-29o
IPI00008600	"FUT9 Alpha-(1,3)-fucosyltransferase"	Enzymes	2.4.1	Valid	1	0	i12-30o	1	40086	1	i7-29o
IPI00171135	"GALNACT-2 Isoform 1 of Chondroitin beta-1,4-N-acetylgalactosaminyltransferase 2"	Enzymes	2.4.1	Valid	1	0	i12-32o	1	14-36	1	i13-32o
IPI00025818	"GALNT1 Isoform 1 of Polypeptide N-acetylgalactosaminyltransferase 1"	Enzymes	2.4.1	Valid	1	0	i9-28o	1	40023	1	i7-29o
IPI00456589	"GALNT11 Isoform 1 of Polypeptide N-acetylgalactosaminyltransferase 11"	Enzymes	2.4.1	Valid	1	0	i9-30o	0	0	1	i7-29o
IPI00791020	"GALNT13 GALNT13 protein"	Enzymes	2.4.1	Valid	1	0	i9-28o	1	39992	1	i5-27o
IPI00041868	"GALNT14 Isoform 3 of Polypeptide N-acetylgalactosaminyltransferase 14"	Enzymes	2.4.1	Valid	1	0	i7-26o	1	40052	1	i7-26o
IPI00004670	"GALNT3 Isoform 1 of Polypeptide N-acetylgalactosaminyltransferase 3"	Enzymes	2.4.1	Valid	1	0	i20-37o	1	21-43	1	i20-37o
IPI00328391	"GALNT7 N-acetylgalactosaminyltransferase 7"	Enzymes	2.4.1	Valid	1	0	i7-28o	1	39960	1	i7-29o
IPI00455275	"GALNT9 Isoform 1 of Polypeptide N-acetylgalactosaminyltransferase 9"	Enzymes	2.4.1	Valid	1	0	i7-27o	1	40052	1	i7-29o
IPI00166613	"GALNTL1 Isoform 1 of Putative polypeptide N-acetylgalactosaminyltransferase-like protein 1"	Enzymes	2.4.1	Valid	1	0	i7-25o	1	39960	1	i7-26o
IPI00168626	"GALNTL4 Isoform 1 of Putative polypeptide N-acetylgalactosaminyltransferase-like protein 4"	Enzymes	2.4.1	Valid	1	0	i9-31o	0	0	1	i13-35o
IPI00103179	"GALNTL5 Isoform 1 of Putative polypeptide N-acetylgalactosaminyltransferase-like protein 5"	Enzymes	2.4.1	Valid	1	0	i9-27o	0	0	1	i5-27o
IPI00030933	"GCNT2 N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase"	Enzymes	2.4.1	Valid	1	0	i7-28o	1	39929	1	i7-29o
IPI00006248	"GCNT3 Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N- acetylglucosaminyltransferase 3"	Enzymes	2.4.1	Valid	1	0	i12-31o	0	0	1	i7-26o
IPI00640828	"HAS1 66 kDa protein"	Enzymes	2.4.1	Valid	7	0	i30-48o60-83i412-431o437-459i466-487o507-525i546-568o	7	30-52,59-81,408-430,436-458,468-490,506-528,549-570	7	i29-51o61-83i410-432o437-459i466-488o503-525i546-568o
IPI00023713	"HAS2 Hyaluronan synthase 2"	Enzymes	2.4.1	Valid	7	0	i12-37o43-66i375-397o403-419i431-455o475-497i509-533o	7	9-31,46-68,376-398,402-424,435-457,472-494,512-534	6	i7-29o44-66i377-399o432-454i475-497o512-534i
IPI00877007	"HAS3 hyaluronan synthase 3 isoform a"	Enzymes	2.4.1	Valid	7	0	i12-36o42-65i384-402o408-429i441-462o474-498i510-534o	7	9-31,44-66,382-403,406-428,439-461,473-495,512-534	7	o15-37i42-64o378-400i407-429o439-461i474-496o511-533i
IPI00000138	"MGAT1 Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"	Enzymes	2.4.1	Valid	1	0	i7-29o	1	9-30	1	i7-29o
IPI00796220	"MGAT4C Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C"	Enzymes	2.4.1	Valid	1	0	i26-43o	1	24-46	1	i26-43o
IPI00020407	"MGAT5 Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A"	Enzymes	2.4.1	Valid	1	0	i14-34o	0	0	1	i13-35o
IPI00395572	"MGAT5B beta(1,6)-N-acetylglucosaminyltransferase V isoform 2"	Enzymes	2.4.1	Valid	1	0	i35-56o	0	0	1	i35-57o
IPI00020966	"PIGA Isoform 1 of Phosphatidylinositol N-acetylglucosaminyltransferase subunit A"	Enzymes	2.4.1	Valid	1	0	o423-442i	1	419-441	1	o423-442i
IPI00021948	"PIGC Phosphatidylinositol N-acetylglucosaminyltransferase subunit C"	Enzymes	2.4.1	Valid	8	0	i48-75o81-100i120-137o149-168i175-193o199-216i228-246o252-270i	7	50-72,82-104,117-139,159-181,195-217,228-250,255-277	8	i51-73o78-100i120-137o147-164i171-193o197-214i227-244o248-270i
IPI00005263	"PIGH Phosphatidylinositol N-acetylglucosaminyltransferase subunit H"	Enzymes	2.4.1	Valid	2	0	i36-56o62-82i	2	37-59,63-85	2	i36-58o63-83i
IPI00304806	"PIGP Isoform B of Phosphatidylinositol N-acetylglucosaminyltransferase subunit P"	Enzymes	2.4.1	Valid	2	Y	n5-15c20/21o36-57i77-100o	2	16-38,60-82	2	i17-39o59-81i
IPI00009447	"PIGQ Isoform 1 of Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q"	Enzymes	2.4.1	Valid	7	0	i212-235o278-296i343-363o369-388i400-424o446-468i475-497o	8	1-23,28-50,208-230,276-298,341-363,376-398,440-462,474-496	4	o349-371i378-400o446-468i475-497o
IPI00298235	"POMT1 Isoform 1 of Protein O-mannosyl-transferase 1"	Enzymes	2.4.1	Valid	11	0	i9-28o68-88i100-120o126-147i154-174o186-203i208-226o262-289i593-613o633-654i661-681o	9	8-30,100-122,129-151,153-175,193-215,261-283,593-615,634-656,664-686	12	o10-32i39-61o66-88i101-123o128-147i152-171o186-203i208-227o266-288i596-618o633-655i662-684o
IPI00329648	"POMT2 Isoform 1 of Protein O-mannosyl-transferase 2"	Enzymes	2.4.1	Valid	12	0	i52-70o112-130i142-163o169-187i194-213o225-251i258-275o281-305i596-619o639-656i663-681o701-720i	9	52-74,145-167,182-204,241-263,285-307,600-622,642-664,670-692,705-727	10	o54-71i100-122o142-164i185-207o227-249i283-305o596-618i639-661o671-693i700-722o
IPI00025874	"RPN1 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit precursor"	Enzymes	2.4.1	Valid	1	0	o479-498i	2	33-55,477-499	1	o479-498i
IPI00872681	"RPN2 74 kDa protein"	Enzymes	2.4.1	Valid	3	0	o585-605i617-638o650-667i	3	585-607,618-640,645-667	3	o584-606i618-640o650-667i
IPI00297492	"STT3A Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A"	Enzymes	2.4.1	Valid	13	0	i20-41o83-103i115-135o141-158i170-187o199-225i237-256o268-286i298-319o360-379i386-404o410-429i450-473o	13	19-41,83-105,114-136,140-162,171-185,191-211,215-237,239-261,299-321,364-382,388-409,413-435,452-474	13	i20-39o83-105i112-134o144-163i170-187o202-224i236-258o268-286i298-320o361-380i387-409o413-435i456-478o
IPI00152377	"STT3B Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B"	Enzymes	2.4.1	Valid	13	0	i71-93o137-157i169-189o195-213i234-257o263-283i290-310o322-340i352-373o411-433i440-458o464-484i538-558o	11	72-94,133-155,162-184,190-212,254-276,293-315,319-341,350-372,411-433,450-472,533-555	10	o66-85i134-156o171-189i196-218o260-282i289-311o321-340i352-374o411-433i440-462o
IPI00003861	"UGCG Ceramide glucosyltransferase"	Enzymes	2.4.1	Valid	4	0	o12-32i281-305o311-329i350-369o	4	8-30,310-332,335-356,362-379	3	o10-32i283-305o310-329i
IPI00473079	"UGT1A3;UGT1A6 UDP-glucuronosyltransferase 1-3 precursor"	Enzymes	2.4.1	Valid	1	Y	n9-20c28/29o492-515i	1	462-484	1	o464-486i
IPI00869317	"UGT2A2 UDP glucuronosyltransferase 2 family, polypeptide A2"	Enzymes	2.4.1	Valid	1	Y	n5-16c21/22o492-515i	1	471-493	1	o471-493i
IPI00028229	"UGT2A3 UDP-glucuronosyltransferase 2A3 precursor"	Enzymes	2.4.1	Valid	1	Y	n7-18c23/24o491-512i	0	0	1	o468-490i
IPI00003836	"UGT2B10 UDP-glucuronosyltransferase 2B10 precursor"	Enzymes	2.4.1	Valid	1	Y	n6-17c29/30o492-516i	1	463-485	1	o465-487i
IPI00025242	"UGT2B11 UDP-glucuronosyltransferase 2B11 precursor"	Enzymes	2.4.1	Valid	1	Y	n7-18c30/31o493-517i	1	463-485	1	o465-487i
IPI00008905	"UGT2B15 UDP-glucuronosyltransferase 2B15 precursor"	Enzymes	2.4.1	Valid	1	Y	n5-16c24/25o494-517i	1	470-492	1	o471-493i
IPI00787638	"UGT2B17 similar to UDP glycosyltransferase 2 family, polypeptide B17"	Enzymes	2.4.1	Valid	1	Y	n8-19c24/25o496-519i	1	469-491	1	o473-495i
IPI00000498	"UGT2B28 Isoform 1 of UDP-glucuronosyltransferase 2B28 precursor"	Enzymes	2.4.1	Valid	1	Y	n5-16c24/25o493-517i	1	469-491	1	o471-493i
IPI00301491	"UGT2B4 UDP-glucuronosyltransferase 2B4 precursor"	Enzymes	2.4.1	Valid	1	Y	n5-16c24/25o496-519i	1	471-493	1	o470-492i
IPI00029784	"UGT2B7 UDP-glucuronosyltransferase 2B7 precursor"	Enzymes	2.4.1	Valid	1	Y	n7-18c30/31o493-517i	1	463-485	1	o465-487i
IPI00060990	"UGT3A1 UDP-glucuronosyltransferase 3A1 precursor"	Enzymes	2.4.1	Valid	1	Y	n6-18c22/23o488-514i	1	466-488	1	o466-488i
IPI00168291	"UGT3A2 UDP-glucuronosyltransferase 3A2 precursor"	Enzymes	2.4.1	Valid	1	Y	n6-18c22/23o488-514i	1	467-489	1	o470-492i
IPI00294455	"UGT8 2-hydroxyacylsphingosine 1-beta-galactosyltransferase precursor"	Enzymes	2.4.1	Valid	1	Y	n8-15c20/21o472-495i	2	2-24,450-472	1	o452-474i
IPI00006067	"ART1 GPI-linked NAD"	Enzymes	2.4.2	Valid	1	Y	n8-16c24/25o304-321i	1	277-299	0	o
IPI00013682	"ART3 Isoform 3 of Ecto-ADP-ribosyltransferase 3 precursor"	Enzymes	2.4.2	Valid	1	Y	n8-19c26/27o366-387i	1	341-363	1	o340-362i
IPI00297151	"PARP16 Isoform 3 of Poly [ADP-ribose] polymerase 16"	Enzymes	2.4.2	Valid	1	0	o291-314i	2	201-223,292-314	1	o292-314i
IPI00012620	"ST3GAL2 CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase"	Enzymes	2.4.2	Valid	1	0	i7-26o	3	5-27,210-232,279-299	1	i7-29o
IPI00788923	"ST3GAL6 43 kDa protein"	Enzymes	2.4.2	Valid	1	0	o57-85i	2	29-51,55-77	1	i57-79o
IPI00293210	"ST3GAL3 Isoform A8 of CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3- sialyltransferase"	Enzymes	2.4.99	Valid	1	0	o6-25i	1	39897	1	i5-27o
IPI00216273	"ST3GAL4 Isoform 2 of CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase"	Enzymes	2.4.99	Valid	2	0	o6-24i262-282o	1	39868	1	i5-24o
IPI00761101	"ST3GAL5 ST3 beta-galactoside alpha-2,3-sialyltransferase 5 isoform 1"	Enzymes	2.4.99	Valid	1	0	i62-83o	1	63-85	1	i61-83o
IPI00156526	"ST6GALNAC4 Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl- galactosaminide alpha-2,6-sialyltransferase"	Enzymes	2.4.99	Valid	1	0	i7-30o	1	12359	1	i7-29o
IPI00020197	"ST8SIA1 Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase"	Enzymes	2.4.99	Valid	2	0	o28-46i273-296o	1	30-52	1	i30-49o
IPI00020944	"FDFT1 Squalene synthetase"	Enzymes	2.5.1	Valid	1	0	o382-401i	1	380-402	0	o
IPI00021805	"MGST1 Microsomal glutathione S-transferase 1"	Enzymes	2.5.1	Valid	3	0	o12-37i80-96o131-149i	1	13-35	1	o15-37i
IPI00017767	"MGST2 Microsomal glutathione S-transferase 2"	Enzymes	2.5.1	Valid	2	Y	n6-17c22/23o59-89i110-131o	2	38-60,85-107	2	i50-72o87-109i
IPI00639812	"MGST3 Microsomal glutathione S-transferase 3"	Enzymes	2.5.1	Valid	3	0	i21-41o99-119i131-151o	4	24-45,72-94,97-118,128-150	3	i22-41o87-109i130-152o
IPI00444255	"- CDNA FLJ45963 fis, clone PLACE7014247, moderately similar to Phosphatidylinositol 3-kinase catalytic subunit, gamma isoform"	Enzymes	2.7.1	Valid	3	0	o6-26i33-49o55-72i	3	9-27,31-50,52-73	1	o15-37i
IPI00444817	"DGKA CDNA FLJ45150 fis, clone BRAWH3042438, highly similar to Diacylglycerol kinase, alpha"	Enzymes	2.7.1	Valid	1	0	o192-209i	1	192-214	0	o
IPI00003293	"DGKE Diacylglycerol kinase epsilon"	Enzymes	2.7.1	Valid	1	0	o22-42i	1	19-41	1	o20-42i
IPI00030090	"ETNK1 Ethanolamine kinase 1"	Enzymes	2.7.1	Valid	1	0	i70-91o	1	67-89	1	i66-88o
IPI00419234	"GK2 Glycerol kinase, testis specific 2"	Enzymes	2.7.1	Invalid	1	0	o530-549i	2	2-24,525-547	0	o
IPI00387030	"STYK1 Tyrosine protein-kinase STYK1"	Enzymes	2.7.10	Valid	1	0	o27-49i	1	26-48	1	i26-48o
IPI00797912	"AATK Isoform 1 of Serine/threonine-protein kinase LMTK1"	Enzymes	2.7.11	Valid	1	0	o32-55i	1	33-55	0	o
IPI00412298	"ATR Isoform 1 of Serine/threonine-protein kinase ATR"	Enzymes	2.7.11	Valid	1	0	i204-222o	5	35-56,201-222,339-361,1205-1227,1522-1541	0	o
IPI00148020	"BRSK1 Isoform 1 of BR serine/threonine-protein kinase 1"	Enzymes	2.7.11	Valid	1	0	i228-247o	1	231-253	0	o
IPI00339265	"BRSK2 Isoform 5 of BR serine/threonine-protein kinase 2"	Enzymes	2.7.11	Valid	1	0	i243-262o	1	245-267	0	o
IPI00550056	"CAMK2A Isoform B of Calcium/calmodulin-dependent protein kinase type II alpha chain"	Enzymes	2.7.11	Valid	1	0	i196-214o	1	194-216	0	o
